Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Sex,Letter,Season,Weapon,Other,PLO,Either sex,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx
561,3rd season rifle Antlered (Does not include PLO),4,NA,4,49,9,NA,NA,O,215,R,NA,NA,NA,  209,  190,91%,38.45644345118265,-106.19580722722652,"  133,739","  121,896",561 3rd season rifle Antlered (Does not include PLO),234.5,257.3,https://webmap.onxmaps.com/hunt/map#9.45/38.4564434511827/-106.195807227227
561,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,  209,  190,91%,38.45644345118265,-106.19580722722652,"  133,739","  121,896",561 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.4564434511827/-106.195807227227
561,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,  209,  190,91%,38.45644345118265,-106.19580722722652,"  133,739","  121,896",561 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.4564434511827/-106.195807227227
561,Either Sex Muzzleloader,4,0,4,14,30,76,NA,NA,NA,NA,NA,NA,NA,  209,  190,91%,38.45644345118265,-106.19580722722652,"  133,739","  121,896",561 Either Sex Muzzleloader,67,73.5,https://webmap.onxmaps.com/hunt/map#9.45/38.4564434511827/-106.195807227227
561,Antlered Muzzleloader,4,NA,4,14,30,NA,NA,NA,NA,NA,NA,NA,NA,  209,  190,91%,38.45644345118265,-106.19580722722652,"  133,739","  121,896",561 Antlered Muzzleloader,67,73.5,https://webmap.onxmaps.com/hunt/map#9.45/38.4564434511827/-106.195807227227
561,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,  209,  190,91%,38.45644345118265,-106.19580722722652,"  133,739","  121,896",561 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.4564434511827/-106.195807227227
581,All manners of take,249,43,292,572,51,2131,NA,NA,NA,NA,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 All manners of take,504.4,1279.7,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,All Rifle,223,34,256,450,57,1428,NA,NA,NA,NA,NA,R,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 All Rifle,396.8,1006.8,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,Early and Late Seasons (Includes PLOs),0,2,2,22,11,46,NA,NA,NA,NA,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 Early and Late Seasons (Includes PLOs),19.4,49.2,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,2nd Rifle Seasons,148,2,150,268,56,847,NA,O,2,R,Included,Included,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 2nd Rifle Seasons,236.3,599.6,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,3rd Rifle Seasons,74,7,81,126,65,435,NA,O,3,R,Included,Included,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 3rd Rifle Seasons,111.1,281.9,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,All Archery Seasons,19,10,28,96,29,601,NA,NA,NA,A,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 All Archery Seasons,84.7,214.8,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,All Whitetail Only Seasons,0,2,2,22,11,46,NA,NA,NA,NA,white tailed deer only,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 All Whitetail Only Seasons,19.4,49.2,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,All Whitetail Only Rifle Seasons,0,2,2,22,11,46,NA,NA,NA,R,white tailed deer only,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 All Whitetail Only Rifle Seasons,19.4,49.2,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,"All Damage, Auction/Raffle & Misc. Hunts",0,12,12,24,50,63,NA,NA,NA,NA,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068","581 All Damage, Auction/Raffle & Misc. Hunts",21.2,53.7,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,"All Damage, Auction/Raffle & Misc. Hunts",0,11,11,11,100,37,NA,NA,NA,NA,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068","581 All Damage, Auction/Raffle & Misc. Hunts",9.7,24.6,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,2nd season rifle Antlered (Does not include PLO),148,NA,148,262,57,NA,NA,O,88,R,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 2nd season rifle Antlered (Does not include PLO),231.1,586.2,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,3rd season rifle Antlered (Does not include PLO),74,NA,74,117,64,NA,NA,O,218,R,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 3rd season rifle Antlered (Does not include PLO),103.2,261.8,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,2nd season rifle Antlerless (Does not include PLO),NA,2,2,6,25,NA,FALSE,O,2,R,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 2nd season rifle Antlerless (Does not include PLO),5.3,13.4,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,3rd season rifle Antlerless (Does not include PLO),NA,7,7,7,100,NA,FALSE,O,3,R,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 3rd season rifle Antlerless (Does not include PLO),6.2,15.7,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,Either Sex Muzzleloader,7,0,7,26,29,102,NA,NA,NA,NA,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 Either Sex Muzzleloader,22.9,58.2,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,Antlered Muzzleloader,7,NA,7,23,32,NA,NA,NA,NA,NA,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 Antlered Muzzleloader,20.3,51.5,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
581,Antlerless Muzzleloader,NA,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 Antlerless Muzzleloader,2.6,6.7,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104
591,All manners of take,74,25,100,189,53,1120,NA,NA,NA,NA,NA,NA,NA,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 All manners of take,535.4,2092057198,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195
591,All Rifle,74,25,100,183,55,1107,NA,NA,NA,NA,NA,R,NA,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 All Rifle,518.4,2025642683.8,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195
591,Early and Late Seasons (Includes PLOs),74,25,100,183,55,1107,NA,NA,NA,NA,NA,NA,NA,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 Early and Late Seasons (Includes PLOs),518.4,2025642683.8,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195
591,All Archery Seasons,0,0,0,4,0,8,NA,NA,NA,A,NA,NA,NA,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 All Archery Seasons,11.3,44276342.8,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195
591,All Whitetail Only Seasons,17,4,22,73,30,350,NA,NA,NA,NA,white tailed deer only,NA,NA,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 All Whitetail Only Seasons,206.8,808043256.4,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195
591,All Whitetail Only Rifle Seasons,17,4,22,73,30,350,NA,NA,NA,R,white tailed deer only,NA,NA,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 All Whitetail Only Rifle Seasons,206.8,808043256.4,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195
591,Either Sex Muzzleloader,0,0,0,2,0,5,NA,NA,NA,NA,NA,NA,NA,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 Either Sex Muzzleloader,5.7,22138171.4,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195
591,Antlered Muzzleloader,0,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 Antlered Muzzleloader,5.7,22138171.4,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195
591,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195
681,All manners of take,193,3,196,404,49,1969,NA,NA,NA,NA,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 All manners of take,560.3,636.9,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,All Rifle,159,3,162,287,57,1077,NA,NA,NA,NA,NA,R,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 All Rifle,398,452.5,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,2nd Rifle Seasons,94,0,94,155,61,557,NA,O,2,R,Included,Included,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 2nd Rifle Seasons,215,244.4,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,3rd Rifle Seasons,61,0,61,114,53,486,NA,O,3,R,Included,Included,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 3rd Rifle Seasons,158.1,179.7,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,4th Rifle Seasons,4,0,4,11,43,25,NA,O,4,R,Included,Included,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 4th Rifle Seasons,15.3,17.3,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,All Archery Seasons,14,0,14,61,23,608,NA,NA,NA,A,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 All Archery Seasons,84.6,96.2,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,"All Damage, Auction/Raffle & Misc. Hunts",0,3,3,7,43,9,NA,NA,NA,NA,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940","681 All Damage, Auction/Raffle & Misc. Hunts",9.7,11,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,2nd season rifle Antlered (Does not include PLO),94,NA,94,155,61,NA,NA,O,99,R,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 2nd season rifle Antlered (Does not include PLO),215,244.4,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,3rd season rifle Antlered (Does not include PLO),61,NA,61,114,53,NA,NA,O,229,R,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 3rd season rifle Antlered (Does not include PLO),158.1,179.7,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,4th  season rifle Antlered (Does not include PLO),4,NA,4,11,43,NA,NA,O,334,R,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 4th  season rifle Antlered (Does not include PLO),15.3,17.3,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,4th  season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,4,R,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,Either Sex Muzzleloader,20,0,20,56,36,283,NA,NA,NA,NA,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 Either Sex Muzzleloader,77.7,88.3,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,Antlered Muzzleloader,20,NA,20,56,36,NA,NA,NA,NA,NA,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 Antlered Muzzleloader,77.7,88.3,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
681,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796
682,All manners of take,6,0,6,19,31,63,NA,NA,NA,NA,NA,NA,NA,  411,   37,9%,37.9753942379813,-106.01969068648071,"  262,859","   23,656",682 All manners of take,46.3,514,https://webmap.onxmaps.com/hunt/map#9.45/37.9753942379813/-106.019690686481
682,All Rifle,6,0,6,19,31,63,NA,NA,NA,NA,NA,R,NA,  411,   37,9%,37.9753942379813,-106.01969068648071,"  262,859","   23,656",682 All Rifle,46.3,514,https://webmap.onxmaps.com/hunt/map#9.45/37.9753942379813/-106.019690686481
682,2nd Rifle Seasons,6,0,6,10,58,49,NA,O,2,R,Included,Included,NA,  411,   37,9%,37.9753942379813,-106.01969068648071,"  262,859","   23,656",682 2nd Rifle Seasons,24.3,270.5,https://webmap.onxmaps.com/hunt/map#9.45/37.9753942379813/-106.019690686481
682,3rd Rifle Seasons,0,0,0,9,0,13,NA,O,3,R,Included,Included,NA,  411,   37,9%,37.9753942379813,-106.01969068648071,"  262,859","   23,656",682 3rd Rifle Seasons,21.9,243.5,https://webmap.onxmaps.com/hunt/map#9.45/37.9753942379813/-106.019690686481
682,2nd season rifle Antlered (Does not include PLO),6,NA,6,10,58,NA,NA,O,100,R,NA,NA,NA,  411,   37,9%,37.9753942379813,-106.01969068648071,"  262,859","   23,656",682 2nd season rifle Antlered (Does not include PLO),24.3,270.5,https://webmap.onxmaps.com/hunt/map#9.45/37.9753942379813/-106.019690686481
682,3rd season rifle Antlered (Does not include PLO),0,NA,0,9,0,NA,NA,O,230,R,NA,NA,NA,  411,   37,9%,37.9753942379813,-106.01969068648071,"  262,859","   23,656",682 3rd season rifle Antlered (Does not include PLO),21.9,243.5,https://webmap.onxmaps.com/hunt/map#9.45/37.9753942379813/-106.019690686481
682,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,  411,   37,9%,37.9753942379813,-106.01969068648071,"  262,859","   23,656",682 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.9753942379813/-106.019690686481
682,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,  411,   37,9%,37.9753942379813,-106.01969068648071,"  262,859","   23,656",682 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.9753942379813/-106.019690686481
691,All manners of take,62,13,74,161,46,505,NA,NA,NA,NA,NA,NA,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 All manners of take,392.1,862.3,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,All Rifle,55,10,65,133,49,432,NA,NA,NA,NA,NA,R,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 All Rifle,323.9,712.3,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,2nd Rifle Seasons,37,3,40,64,63,225,NA,O,2,R,Included,Included,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 2nd Rifle Seasons,155.9,342.8,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,3rd Rifle Seasons,19,6,25,67,38,204,NA,O,3,R,Included,Included,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 3rd Rifle Seasons,163.2,358.8,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,4th Rifle Seasons,0,0,0,3,0,3,NA,O,4,R,Included,Included,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 4th Rifle Seasons,7.3,16.1,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,All Archery Seasons,0,0,0,14,0,43,NA,NA,NA,A,NA,NA,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 All Archery Seasons,34.1,75,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,2nd season rifle Antlered (Does not include PLO),8,NA,8,32,25,NA,NA,O,102,R,NA,NA,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 2nd season rifle Antlered (Does not include PLO),77.9,171.4,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,3rd season rifle Antlered (Does not include PLO),17,NA,17,48,34,NA,NA,O,232,R,NA,NA,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 3rd season rifle Antlered (Does not include PLO),116.9,257.1,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,4th  season rifle Antlered (Does not include PLO),0,NA,0,3,0,NA,NA,O,336,R,NA,NA,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 4th  season rifle Antlered (Does not include PLO),7.3,16.1,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,4th  season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,4,R,NA,NA,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,Either Sex Muzzleloader,7,3,9,15,62,30,NA,NA,NA,NA,NA,NA,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 Either Sex Muzzleloader,36.5,80.3,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,Antlered Muzzleloader,7,NA,7,12,54,NA,NA,NA,NA,NA,NA,NA,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 Antlered Muzzleloader,29.2,64.3,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
691,Antlerless Muzzleloader,NA,3,3,3,100,NA,NA,NA,NA,NA,NA,NA,NA,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 Antlerless Muzzleloader,7.3,16.1,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
711,All manners of take,328,3,331,652,51,2748,NA,NA,NA,NA,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 All manners of take,496.7,809.1,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,All Rifle,316,3,319,576,55,2291,NA,NA,NA,NA,NA,R,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 All Rifle,438.8,714.7,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,2nd Rifle Seasons,106,0,106,229,46,915,NA,O,2,R,Included,Included,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 2nd Rifle Seasons,174.5,284.2,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,3rd Rifle Seasons,189,0,189,307,61,1226,NA,O,3,R,Included,Included,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 3rd Rifle Seasons,233.9,380.9,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,4th Rifle Seasons,21,0,21,37,56,143,NA,O,4,R,Included,Included,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 4th Rifle Seasons,28.2,45.9,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,All Archery Seasons,0,0,0,48,0,335,NA,NA,NA,A,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 All Archery Seasons,36.6,59.6,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,"All Damage, Auction/Raffle & Misc. Hunts",0,3,3,3,100,7,NA,NA,NA,NA,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765","711 All Damage, Auction/Raffle & Misc. Hunts",2.3,3.7,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,2nd season rifle Antlered (Does not include PLO),99,NA,99,211,47,NA,NA,O,105,R,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 2nd season rifle Antlered (Does not include PLO),160.8,261.8,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,3rd season rifle Antlered (Does not include PLO),187,NA,187,304,62,NA,NA,O,235,R,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 3rd season rifle Antlered (Does not include PLO),231.6,377.2,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,4th  season rifle Antlered (Does not include PLO),21,NA,21,37,56,NA,NA,O,340,R,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 4th  season rifle Antlered (Does not include PLO),28.2,45.9,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,4th  season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,4,R,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,Either Sex Muzzleloader,12,0,12,27,44,122,NA,NA,NA,NA,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 Either Sex Muzzleloader,20.6,33.5,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,Antlered Muzzleloader,12,NA,12,27,44,NA,NA,NA,NA,NA,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 Antlered Muzzleloader,20.6,33.5,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
711,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473
741,All manners of take,171,25,196,365,54,1673,NA,NA,NA,NA,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 All manners of take,478.7,15547.8,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,All Rifle,156,21,177,311,57,1298,NA,NA,NA,NA,NA,R,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 All Rifle,407.9,13247.6,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,2nd Rifle Seasons,85,12,97,167,58,739,NA,O,2,R,Included,Included,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 2nd Rifle Seasons,219,7113.6,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,3rd Rifle Seasons,45,3,47,85,56,349,NA,O,3,R,Included,Included,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 3rd Rifle Seasons,111.5,3620.7,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,4th Rifle Seasons,27,3,30,54,55,203,NA,O,4,R,Included,Included,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 4th Rifle Seasons,70.8,2300.2,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
